Review,Size,Comfort,Features,star_rating
,"['40', '41', '42', '43', '44', '45']",Nubuck TPU/PU Sole Mesh Foam Insole,"The lace-up high ankle boot for men is crafted durable buff nubuck and has a versatile appeal to it. The camel boot for men is grounded by arch-supporting TPU/PU outsole and soft mesh foam insole. The boot also features D-ring eyelets, rear pull tab, padding on collar and tongue, and smartly placed perforations on side that keeps the boot ventilated and breathable.
Material :-
Nubuck
TPU/PU Sole
Mesh Foam Insole",
,[],Milled nubuck Slip-on Elastic gore on sides PU outsole,"Casual boots in khaki colour feature twin elastic gores for an easy and ideal fit. Built from tumbled nubuck the boots from Woodland features abrasion resistant polyurethane outsole, shock absorbing midsole and a square-toe silhouette. The boots have moderate tread on the outsole making them ideal for casual walks through cities and airports.
Product Features:
Milled nubuck
Slip-on
Elastic gore on sides
PU outsole",
,"['44', '45']",Nubuck Rubber outsole 8 mm PU foam insole,"Dark Navy boot from Woodland combines the comfort of a sneaker with the classic silhouette of a chukka boot. Engineered from nubuck the versatile casual boot features a rubber outsole with moderate traction on it, cushioned collars and tongue for support, polyurethane foam insole provides cushioned foot bed ,pull tabs on rear that makes it easy to wear and remove the boot with comfort, four eyelet detail and stitching details that enhances the appearance of the boot. The boots are ideal to be worn for casual walks through the city pavements, parks, or airports.
Product Features:
Nubuck
Rubber outsole
8 mm PU foam insole",
,"['44', '45']",PU sole Anti-corrosive metal fittings Cushioned collar support,"Khaki colored robust and rugged pair of high ankle casual outdoor activity shoes crafted out of a wear resistant oiled nubuck upper with anti-corrosive metal fittings on top to protect your feet from lace pressure. The grooved PU sole with deep lugs provides an excellent traction on muddy and rocky terrains, the EVA midsole acts as a shock absorber and the cushioned collars give support to ankles and helps in foot movement. It is a tough shoe for traveling over steep, rocky terrains with high levels of comfort.
Product features:
PU sole
Anti-corrosive metal fittings
Cushioned collar support",
,"['42', '43', '44']",Buff Nubuck Outsole - Rubber Insole - PU Foam 8mm,"The versatile Dubai Khaki boot comes in a high-ankle silhouette, features high quality D-ring metal eyelets, cushioned collar and tongue, flexible rubber outsole with molded midsole for shock absorption. The composite toe protect feature enhances the boots comfort and protects your toe from hazards. The boots easily transition from biker shoes to casual wear shoes and go well with jeans as well as cargos.
Material :-
Buff Nubuck
Outsole - Rubber
Insole - PU Foam 8mm",
,[],"Robust pair of high-ankle outdoor activity shoes in olive green with a lace-loop pattern and a wear resistant muster nubuck. The chunky RPA sole has deep lugs that gives a good tread on surfaces providing an excellent traction with high level of comfort. The shoes also feature a cushioned collars that provides support to ankles.
Product Features: Rust free metal eyelets Cushioned tongue RPA sole EVA Midsole","Robust pair of high-ankle outdoor activity shoes in olive green with a lace-loop pattern and a wear resistant muster nubuck. The chunky RPA sole has deep lugs that gives a good tread on surfaces providing an excellent traction with high level of comfort. The shoes also feature a cushioned collars that provides support to ankles.
Product Features:
Rust free metal eyelets
Cushioned tongue
RPA sole
EVA Midsole",
,"['39', '40', '41', '42', '44']",Full insole TPR sole Anti-corrosive metal fittings,"Black color lightweight casual outdoor activity shoes from Woodland with a wear resistant leather top in softy finish and anti-corrosive metal fittings to protect your feet from lace pressure The grooved TPR outsole with lugs allows you to climb and brake effortlessly providing an excellent traction on muddy and rocky terrains. The full insole cushioned foot bed adds to the comfort and the cushioned high-ankle collars provides support to ankles.
Product features
Full insole
TPR sole
Anti-corrosive metal fittings",
,"['42', '43', '44']",Suede,"Suede construction elevates this olive green high top sneaker with Woodland branding on side. The minimalist high top sneaker features rust free metal eyelets, is set on TPU/PU outsole and has rubberised foam insole that forms a cushioned footbed for added comfort.
Material :-
Suede",
,"['40', '44', '45']","Khaki coloured heavy duty trekking shoes in a rugged look in lace-loops and crafted out of wear resistant Nubuck upper. The polyurethane sole has deep lugs running in different directions that provides an excellent traction on rough terrains and is an ideal pair for expeditions. It is a tough shoe for traveling over steep, rocky terrains with high level of comfort provided by the rubberised foam insole sheet. The shoe also features a cushioned collar support that helps foot movement
Product features: PU sole Cushioned collar support Rust free eyelets. ","Khaki coloured heavy duty trekking shoes in a rugged look in lace-loops and crafted out of wear resistant Nubuck upper. The polyurethane sole has deep lugs running in different directions that provides an excellent traction on rough terrains and is an ideal pair for expeditions. It is a tough shoe for traveling over steep, rocky terrains with high level of comfort provided by the rubberised foam insole sheet. The shoe also features a cushioned collar support that helps foot movement
Product features:
PU sole
Cushioned collar support
Rust free eyelets.",
,[],Leather,"Soft full-grain leather defines a high-ankle boot with rubberised foam foot bed for arch-supporting comfort. The rubber sole on the boot has lugs on it that offer superior traction. The black leather boot features zipper on side that allows you to pull them on and off with ease.
Material :-
Leather",
,"['43', '44', '45']","Robust and rugged pair of casual outdoor activity shoes in khaki. The anti-corrosive metal fittings and the cushioned tongue protects your feet from lace pressure. The grooved RPA sole with deep lugs provides an excellent traction on muddy and rocky terrains, the cushioned collars give support to ankles and helps in foot movement. It is a tough shoe for traveling over steep, rocky terrains with high level of comfort provided by the insole sheet.
Product features: Anti-corrosive metal fittings Cushioned collar support  ","Robust and rugged pair of casual outdoor activity shoes in khaki. The anti-corrosive metal fittings and the cushioned tongue protects your feet from lace pressure. The grooved RPA sole with deep lugs provides an excellent traction on muddy and rocky terrains, the cushioned collars give support to ankles and helps in foot movement. It is a tough shoe for traveling over steep, rocky terrains with high level of comfort provided by the insole sheet.
Product features:
Anti-corrosive metal fittings
Cushioned collar support",
,"['39', '40']",Leather Rubber outsole Full insole,"Minimalist and lightweight chukka boot in brown is fashioned from premium leather and features closed-toe silhouette and traditional two-hole lacing and contrast stitching details.
Product Features:
Leather
Rubber outsole
Full insole",
,"['39', '40', '41', '42']",Suede finish High-top D-ring rust-proof eyelets Cushioned collar Rubber outsole EVA midsole PU foam insole,"Sturdy pair of high-top boots in snaype colour by Woodland comes in a suede finish. The boots feature a durable rubber outsole with deep lugs that gives it excellent traction and an EVA midsole that makes the boots shock absorbing. Cushioned collars on the boot helps support the ankles and the cushioned tongue protects the foot from lace pressure. Also the polyurethane foam insole provides a cushioned foot bed making the boots perfect for long walks through terrains and for outdoor activities.
Product Features:
Suede finish
High-top
D-ring rust-proof eyelets
Cushioned collar
Rubber outsole
EVA midsole
PU foam insole",
,"['41', '42', '43', '44', '45']",,"Designed to handle your everyday wear this prepossessing urban boot is a collectorâs item.,Premium nubuck upper with seven eyelets and leather WDL appliqued on tongue.,Cushioned tongue and collar with fabric-mesh lining and leather foot-bed, Double density Sole: PU mid sole for cushioned comfort & TPU outsole for abrasion resistance.,DIP technology.",
